run_id,view_mode,queue_type,weeks_to_sum,baseline_weeks,epsilon,ranking_formula_version,model_name,rank,barangay,actual_cases_past_W,past_8w_avg,baseline_expected_W,forecast_cases_next_W,surge_ratio,surge_eligible,baseline_eligible,priority_eligible,baseline_weeks_used,nonzero_weeks_8w,rank_reason
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,61,gov vicente duterte,0.0,0.038461538461538464,0.15384615384615385,2.5860316310830354,2.2412274136052974,True,False,False,26,0,Surge 2.24x vs baseline; forecast W: 2.59
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,62,sirawan,0.0,0.15384615384615385,0.6153846153846154,3.2804290135034804,2.030741770264059,True,False,False,26,0,Surge 2.03x vs baseline; forecast W: 3.28
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,63,lapu lapu,0.0,0.19230769230769232,0.7692307692307693,3.4719869121022238,1.962427385101257,True,False,False,26,1,Surge 1.96x vs baseline; forecast W: 3.47
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,64,bangkas heights,0.0,0.038461538461538464,0.15384615384615385,2.083192147261334,1.8054331942931565,True,False,False,26,0,Surge 1.81x vs baseline; forecast W: 2.08
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,65,tamugan,1.0,0.19230769230769232,0.7692307692307693,2.8494237416563077,1.6105438539796522,True,False,False,26,2,Surge 1.61x vs baseline; forecast W: 2.85
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,66,barangay 18 b,1.0,0.07692307692307693,0.3076923076923077,2.0353026726116483,1.5564079261147898,True,False,False,26,1,Surge 1.56x vs baseline; forecast W: 2.04
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,67,barangay 15 b,0.0,0.038461538461538464,0.15384615384615385,1.7958552993632189,1.5564079261147898,False,False,False,26,0,Surge 1.56x vs baseline; forecast W: 1.80
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,68,barangay 27 c,0.0,0.038461538461538464,0.15384615384615385,1.7719105620383764,1.5356558204332598,False,False,False,26,0,Surge 1.54x vs baseline; forecast W: 1.77
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,69,lacson,0.0,0.038461538461538464,0.15384615384615385,1.6761316127390047,1.4526473977071375,False,False,False,26,0,Surge 1.45x vs baseline; forecast W: 1.68
621b4307-28a6-486e-9716-02435373d348,forecast,prepare_next,4,8,1.0,v3_adaptive_baseline_8w_or_26w,preferred,70,ubalde,0.0,0.07692307692307693,0.3076923076923077,1.8198000366880618,1.391611792761459,False,False,False,26,0,Surge 1.39x vs baseline; forecast W: 1.82
